fund_symbol,fund_extended_name,fund_family,inception_date,category,investment_strategy,investment_type,size_type,currency,fund_net_annual_expense_ratio,category_net_annual_expense_ratio,asset_stocks,asset_bonds,price_earnings_ratio,price_book_ratio,price_sales_ratio,price_cashflow_ratio,sector_basic_materials,sector_consumer_cyclical,sector_financial_services,sector_real_estate,sector_consumer_defensive,sector_healthcare,sector_utilities,sector_communication_services,sector_energy,sector_industrials,sector_technology,credit_us_government,credit_aaa,credit_aa,credit_a,credit_bbb,credit_bb,credit_b,credit_below_b,credit_other_ratings,net_asset_value,fund_yield,top10_holdings,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2019,category_return_2019,fund_return_2018,category_return_2018,fund_return_2017,category_return_2017,fund_return_2016,category_return_2016,fund_return_2015,category_return_2015,fund_return_2014,category_return_2014,fund_return_2013,category_return_2013,fund_return_2012,category_return_2012,fund_return_2011,category_return_2011,fund_return_2010,category_return_2010,years_up,years_down,fund_alpha_3years,category_alpha_3years,fund_alpha_5years,category_alpha_5years,fund_alpha_10years,category_alpha_10years,fund_beta_3years,category_beta_3years,fund_beta_5years,category_beta_5years,fund_beta_10years,category_beta_10years,fund_mean_annual_return_3years,category_mean_annual_return_3years,fund_mean_annual_return_5years,category_mean_annual_return_5years,fund_mean_annual_return_10years,category_mean_annual_return_10years,fund_r_squared_3years,category_r_squared_3years,fund_r_squared_5years,category_r_squared_5years,fund_r_squared_10years,category_r_squared_10years,fund_standard_deviation_3years,category_standard_deviation_3years,fund_standard_deviation_5years,category_standard_deviation_5years,fund_standard_deviation_10years,category_standard_deviation_10years,fund_sharpe_ratio_3years,category_sharpe_ratio_3years,fund_sharpe_ratio_5years,category_sharpe_ratio_5years,fund_sharpe_ratio_10years,category_sharpe_ratio_10years,fund_treynor_ratio_3years,category_treynor_ratio_3years,fund_treynor_ratio_5years,category_treynor_ratio_5years,fund_treynor_ratio_10years,category_treynor_ratio_10years
SPHB,Invesco S&P 500 High Beta ETF,Invesco,2011/5/5,Large Blend,"The investment seeks to track the investment results (before fees and expenses) of the S&P 500 High Beta Index (the ""underlying index""). The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, S&P DJI selects 100 securities from the S&P 500 Index for inclusion in the underlying index that have the highest sensitivity to market movements, or ""beta,"" over the past 12 months as determined by the index provider.",Value,Medium,USD,0.25,0.36,100,0,13.57,1.08,0.72,6.23,4.55,19.8,29.88,6.1,0,2.28,0,1.71,13.31,10.7,11.68,,,,,,,,,,194510000,2.39,"Tapestry Inc: 1.80, Discover Financial Services: 1.57, Invesco Ltd: 1.47, Freeport-McMoRan Inc: 1.44, Norwegian Cruise Line Holdings Ltd: 1.44, Gap Inc: 1.43, Align Technology Inc: 1.41, Lincoln National Corp: 1.41, PVH Corp: 1.39, L Brands Inc: 1.34",-6.87,7.5,1.76,-0.25,3.85,3.2,3.01,13.45,3.84,10.14,8.02,15.76,,7.33,34.04,,-15.44,,17.77,,26.12,,-12.78,-0.63,12.72,11.79,40.82,31.44,17.87,14.21,,,,,6,2,-8.49,-0.65,-7.2,-0.48,0,0.15,1.49,0.98,1.54,1,0,1,0.66,0.86,0.91,1.28,0,0.69,88.92,94.06,82.93,95.34,0,96.99,28.21,10.9,24.64,11.38,0,15.42,0.22,0.94,0.39,1.34,0,0.48,1.53,10.38,4.47,15.73,0,6.54
SPHD,Invesco S&P 500 High Dividend Low Volatility ETF,Invesco,2012/10/18,Large Value,"The investment seeks to track the investment results (before fees and expenses) of the S&P 500 Low Volatility High Dividend Index (the ""underlying index""). The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The index provider compiles, maintains and calculates the underlying index, which is composed of 50 securities in the S&P 500 Index that historically have provided high dividend yields with lower volatility.",Value,Medium,USD,0.3,0.34,100,0,17.42,1.68,1.05,6.68,7.95,7.21,6.59,13.5,9.41,5.95,19.44,10.93,6.43,1.51,11.09,,,,,,,,,,2240000000,5.66,"Iron Mountain Inc: 3.08, Dow Inc: 3.02, Huntington Bancshares Inc: 2.84, International Paper Co: 2.83, Altria Group Inc: 2.81, PPL Corp: 2.79, Lumen Technologies Inc Ordinary Shares: 2.74, Hanesbrands Inc: 2.55, AT&T Inc: 2.50, Philip Morris International Inc: 2.49",-22.66,10.9,-0.93,-0.1,-1.87,3.26,-19.07,17.04,-3.31,10.53,3.82,15.36,,6.55,20.32,,-6.13,,11.93,,22.31,,5.21,-1.89,19.84,12.53,20.85,30.05,,,,,,,6,1,-12.34,0.43,-6.13,0.71,0,-0.34,0.92,0.91,0.9,0.9,0,0.97,-0.14,0.88,0.42,1.25,0,0.64,77.54,86.29,72.36,84.94,0,88.42,18.68,10.58,15.53,10.81,0,15.87,-0.17,1,0.25,1.38,0,0.43,-5.4,11.86,2.91,17.48,0,5.97
SPHQ,Invesco S&P 500 Quality ETF,Invesco,2005/12/6,Large Blend,"The investment seeks to track the investment results (before fees and expenses) of the S&P 500 Quality Index. The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. In selecting constituent securities for the underlying index, the index provider calculates the quality score of each security in the S&P 500 Index, then selects the 100 stocks with the highest quality score for inclusion in the underlying index.",Blend,Large,USD,0.15,0.36,100,0,27.39,5.25,3.01,17.71,4.51,5.52,8.09,0.61,9.77,22.84,0,0.92,2.36,10.14,35.23,,,,,,,,,,2180000000,1.75,"Apple Inc: 6.32, NVIDIA Corp: 5.91, Procter & Gamble Co: 5.30, Microsoft Corp: 5.02, Johnson & Johnson: 4.49, Visa Inc Class A: 4.46, Adobe Inc: 3.19, Merck & Co Inc: 3.06, Nike Inc B: 2.91, Abbott Laboratories: 2.85",3.02,7.5,-4.01,-0.25,0.84,3.2,10.16,13.45,10.38,10.14,11.67,15.76,13.35,7.33,33.68,,-6.99,,19.12,,14.17,,1.67,-0.63,16.09,11.79,32.05,31.44,14.62,14.21,6.23,1.68,20.62,17.79,12,2,0.42,-0.65,0.76,-0.48,1.54,0.15,0.93,0.98,0.91,1,0.89,1,0.94,0.86,1,1.28,1.11,0.69,95.88,94.06,94.4,95.34,93.62,96.99,17.03,10.9,13.74,11.38,12.21,15.42,0.57,0.94,0.79,1.34,1.04,0.48,9.36,10.38,11.46,15.73,14.31,6.54
SPHY,SPDR Portfolio High Yield Bond ETF,SPDR State Street Global Advisors,2012/6/18,High Yield Bond,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the price and yield performance of ICE BofA US High Yield Index. The fund invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to measure the performance of U.S. dollar denominated below investment grade corporate debt publicly issued in the U.S. domestic market.",Value,Large,USD,0.15,0.47,0.27,98.67,59.99,2.58,1.16,,0,0,98.59,0,0,0,0,0,1.41,0,0,0,0,0,0,0.28,53.42,33.6,12.62,0.09,143480000,6.16,"State Street Instl Liquid Reserves Prem: 0.41, ALTICE FRANCE S.A 7.38%: 0.37, Ford Motor Company 9%: 0.37, Ford Motor Company 7.45%: 0.33, Ford Motor Company 8.5%: 0.33, CCO Holdings, LLC/ CCO Holdings Capital Corp. 5.12%: 0.32, TransDigm, Inc. 6.25%: 0.32, Caesars Entertainment Inc New 6.25%: 0.31, Carnival Corporation 11.5%: 0.30, T-Mobile US, Inc. 7.88%: 0.30",0.64,11.06,0.71,0.62,0.57,4.34,3.54,9.05,3.53,3.39,4.93,5.84,,,13.09,,-2.8,,6.56,,10.42,,-1.95,-3.74,6.05,0.7,1.07,6.17,,,,,,,5,2,-0.56,2.03,1.45,4.26,0,,0.8,0.34,0.82,0.52,0,,0.32,0.29,0.42,0.49,0,,9.08,3.69,12.03,6.57,0,,8.99,5.24,7.39,6.36,0,,0.24,0.73,0.51,0.96,0,,2.28,47.93,4.44,18.84,0,
SPIB,SPDR Portfolio Intermediate Term Corporate Bond ETF,SPDR State Street Global Advisors,2009/2/10,Corporate Bond,"The investment seeks to provide investment results that correspond generally to the price and yield performance of the Bloomberg Barclays U.S. Intermediate Corporate Bond Index. The fund invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to measure the performance of U.S. corporate bonds that have a maturity of greater than or equal to 1 year and less than 10 years.",,,USD,0.07,0.17,0,95.44,,,,,,,,,,,,,,,,0,1.11,7.02,43.12,48.75,0,0,0.01,0,5980000000,2.43,"CVS Health Corp 4.3%: 0.25, AbbVie Inc. 2.3%: 0.23, Wells Fargo & Company 3.55%: 0.21, JPMorgan Chase & Co. 4.49%: 0.20, Pacific Gas and Electric Company 3.15%: 0.20, T-Mobile USA, Inc. 3.88%: 0.19, Bank of America Corporation 2.59%: 0.18, AbbVie Inc. 2.9%: 0.17, Goldman Sachs Group, Inc. 3.5%: 0.17, Goldman Sachs Group, Inc. 3.75%: 0.17",5.75,7.63,-0.05,-0.11,-0.2,1.14,6.32,7.09,5.03,4.99,4.44,4.96,3.89,6.03,10.08,,-0.36,,3.82,,4.05,,0.91,0.02,4.13,6.69,-0.19,-1.63,8.6,9.69,5.18,8.36,7.35,9.32,8,2,0.22,0.37,0.7,0.54,0.69,-1.85,0.96,1.15,0.91,1.46,0.9,1.82,0.42,0.41,0.37,0.42,0.33,0.51,43.88,73.11,48.97,67.18,54.95,67.47,4.89,3.47,4.08,4.64,3.6,7.1,0.72,1.43,0.81,1.13,0.93,0.74,3.64,4.51,3.66,4.08,3.7,2.85
SPIP,SPDR Portfolio TIPS ETF,SPDR State Street Global Advisors,2007/5/25,Inflation-Protected Bond,"The investment seeks to provide investment results that correspond generally to the price and yield performance of the Bloomberg Barclays U.S. Government Inflation-Linked Bond Index. The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in securities that the adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to measure the performance of the inflation protected public obligations of the U.S. Treasury, commonly known as ""TIPS.""",,,USD,0.12,0.16,0,99.86,,,,,,,,,,,,,,,,0,100,0,0,0,0,0,0,0,2030000000,1.92,"United States Treasury Notes 0.62%: 3.07, United States Treasury Notes 0.25%: 3.05, United States Treasury Notes 0.38%: 3.01, United States Treasury Notes 0.12%: 2.90",8.57,6.25,-0.74,0.64,-0.22,0.83,9.33,5.6,5.54,1.9,4.42,1.6,3.2,4.34,8.59,,-1.62,,3.15,,4.67,,-1.87,-1.47,4.25,2.71,-9.43,-6.81,7.08,5.78,13.8,12.67,6.13,6.07,8,4,0.4,-2.62,0.26,-2.41,-1.12,-2.21,1.04,1.16,1.05,1.35,1.29,1.49,0.46,0.16,0.37,0.14,0.27,0.37,72.67,55.75,74.33,57.15,67.83,58.39,4.08,3.82,3.81,4.45,4.63,6.3,0.96,0.39,0.86,0.34,0.57,0.58,3.86,1.27,3.14,1.16,2.01,2.35
SPLB,SPDR Portfolio Long Term Corporate Bond ETF,SPDR State Street Global Advisors,2009/3/10,Long-Term Bond,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the price and yield performance of the Bloomberg Barclays U.S. Long Term Corporate Bond Index. The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to measure the performance of U.S. corporate bonds that have a maturity of greater than or equal to 10 years.",,,USD,0.07,0.17,0,99.36,,,,,,,,,,,,,,,,0,2.82,7.51,38.58,51.05,0,0,0.03,0,963070000,3.3,"GE Capital International Funding Company Unlimited Company 4.42%: 0.49, AT&T Inc 3.55%: 0.47, CVS Health Corp 5.05%: 0.39, Verizon Communications Inc. 2.99%: 0.31, Microsoft Corporation 2.52%: 0.30, Anheuser-Busch Companies LLC / Anheuser-Busch InBev Worldwide Inc 4.9%: 0.29, Abbott Laboratories 4.9%: 0.27, AbbVie Inc. 4.7%: 0.25, CVS Health Corp 4.78%: 0.25, Microsoft Corporation 3.7%: 0.25",6.91,14.39,-0.91,-0.76,-5.14,0.95,8.18,14,7.89,9.76,8.27,6.36,7.11,,23.63,,-7.43,,12.21,,11,,-4.54,-1.5,15.61,18.47,-5.9,-7.46,11.97,10.91,14.95,18.73,9.81,10.04,7,3,-2.18,0.16,0.48,-1.24,-0.52,,2.62,2.4,2.43,2.55,2.49,,0.7,0.8,0.72,0.54,0.62,,63.92,87.35,63.43,85.61,68.03,,11.06,6.68,9.6,7.28,8.94,,0.62,1.49,0.78,0.91,0.76,,2.47,4.25,3.03,2.61,2.65,
SPLG,SPDR Portfolio S&P 500 ETF,SPDR State Street Global Advisors,2005/11/8,Large Blend,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the S&P 500 Index. Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to measure the performance of the large-capitalization segment of the U.S. equity market.",Blend,Large,USD,0.03,0.36,99.89,0,25.24,3.42,2.31,14.53,2.31,11.34,12.78,2.62,7.48,14.15,3.19,11.14,2.02,8.78,24.18,,,,,,,,,,6580000000,1.78,"Apple Inc: 6.43, Microsoft Corp: 5.63, Amazon.com Inc: 4.75, Facebook Inc A: 2.32, Alphabet Inc A: 1.78, Alphabet Inc Class C: 1.75, Berkshire Hathaway Inc Class B: 1.47, Johnson & Johnson: 1.33, Procter & Gamble Co: 1.25, NVIDIA Corp: 1.14",3.04,7.5,-2.47,-0.25,0.44,3.2,10.01,13.45,10.55,10.14,11.56,15.76,12.89,7.33,32.06,,-4.71,,21.6,,12.01,,0.84,-0.63,13.14,11.79,32.78,31.44,15.92,14.21,1.62,1.68,15.82,17.79,12,2,0.07,-0.65,-0.08,-0.48,-0.16,0.15,1,0.98,1.01,1,1,1,0.97,0.86,1.02,1.28,1.09,0.69,99.9,94.06,99.88,95.34,99.83,96.99,17.93,10.9,14.73,11.38,13.35,15.42,0.56,0.94,0.75,1.34,0.93,0.48,8.9,10.38,10.44,15.73,12.22,6.54
SPLV,Invesco S&P 500 Low Volatility ETF,Invesco,2011/5/5,Large Blend,"The investment seeks to track the investment results (before fees and expenses) of the S&P 500 Low Volatility Index (the ""underlying index""). The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, the index provider selects 100 securities from the S&P 500 Index for inclusion in the underlying index that have the lowest realized volatility over the past 12 months as determined by S&P DJI.",Value,Large,USD,0.25,0.36,99.86,0,25.04,4.18,2.31,14.72,0.87,4.02,5.61,3.17,25.48,25.17,6.92,8.2,0,13.14,7.41,,,,,,,,,,8160000000,2.43,"Verizon Communications Inc: 1.43, Costco Wholesale Corp: 1.39, Tyler Technologies Inc: 1.28, Walmart Inc: 1.27, Danaher Corp: 1.24, Dollar General Corp: 1.23, Bristol-Myers Squibb Company: 1.20, Public Storage: 1.20, Clorox Co: 1.18, Expeditors International of Washington Inc: 1.17",-8.98,7.5,-2.87,-0.25,-1.87,3.2,-7.41,13.45,6.15,10.14,8.65,15.76,,7.33,27.89,,0.03,,17.08,,10.09,,4.06,-0.63,17.19,11.79,23.25,31.44,10.04,14.21,,,,,8,0,-1.53,-0.65,0.3,-0.48,0,0.15,0.7,0.98,0.69,1,0,1,0.59,0.86,0.76,1.28,0,0.69,74.42,94.06,69.37,95.34,0,96.99,14.57,10.9,12.15,11.38,0,15.42,0.38,0.94,0.65,1.34,0,0.48,6.47,10.38,10.83,15.73,0,6.54
SPMD,SPDR Portfolio S&P 400 Mid Cap ETF,SPDR State Street Global Advisors,2005/11/8,Mid-Cap Blend,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the S&P MidCap 400 Index. Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to measure the performance of the mid-capitalization segment of the U.S. equity market.",Blend,Medium,USD,0.05,0.47,99.89,0,20.92,1.96,1.13,9.94,4.82,14.02,14.65,8.89,4.95,11.66,3.33,2.02,1.59,17.95,16.13,,,,,,,,,,2620000000,1.6,"Monolithic Power Systems Inc: 0.80, Generac Holdings Inc: 0.78, SolarEdge Technologies Inc: 0.76, Enphase Energy Inc: 0.73, Trimble Inc: 0.71, FactSet Research Systems Inc: 0.69, Charles River Laboratories International Inc: 0.67, Cognex Corp: 0.67, Fair Isaac Corp: 0.67, Masimo Corp: 0.67",-6.74,9.01,2.18,0.12,2.34,4.65,-1.19,12.18,2.71,8.34,6.89,15.92,10.02,7.88,25.11,,-10.28,,15.27,,18.2,,-3.4,-4.24,7.39,9.84,38.13,37.19,17.32,16.75,-0.82,-1.71,25,29.5,10,4,-7.98,-2.82,-5.94,-1.98,-4.27,0.13,1.17,1.04,1.2,1.12,1.17,1.14,0.44,0.73,0.71,1.31,0.92,0.78,88.47,82.23,86.28,84.92,85.39,88.73,22.24,12.42,18.93,13.55,16.82,18.48,0.16,0.71,0.39,1.17,0.62,0.46,1.01,8.09,4.73,14.25,8.06,6.18
SPMO,Invesco S&P 500 Momentum ETF,Invesco,2015/10/9,Large Growth,"The investment seeks to track the investment results (before fees and expenses) of the S&P 500 Momentum Index (the ""underlying index""). The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is designed to track the performance of approximately 100 stocks in the S&P 500 Index that have the highest ""momentum score."" In general, momentum is the tendency of an investment to exhibit persistence in its relative performance; a ""momentum style"" of investing emphasizes investing in securities that have had better recent performance compared to other securities. It is non-diversified.",Growth,Large,USD,0.13,0.39,100,0,36.39,8.78,4.85,21.52,2.59,14.5,5.45,3.78,5.11,17.23,1.8,12.58,0,2.03,34.94,,,,,,,,,,60020000,1.44,"Amazon.com Inc: 8.89, Microsoft Corp: 8.67, Apple Inc: 8.54, NVIDIA Corp: 6.18, Facebook Inc A: 6.15, PayPal Holdings Inc: 3.48, Netflix Inc: 2.78, Adobe Inc: 2.59, Thermo Fisher Scientific Inc: 2.56, The Home Depot Inc: 2.43",15.62,4.8,-4.28,0.31,2.11,5.11,20.23,12.42,14.36,11.46,14.37,17.05,,9.48,26,,-0.15,,27.89,,5.44,,,,,,,,,,,,,,3,1,4.42,-0.19,3.56,-0.12,0,1.99,0.91,1.05,0.9,1.05,0,1.04,1.26,0.97,1.22,1.38,0,0.88,88.14,89.09,85.14,90.29,0,91.36,17.33,12.1,14.3,12.36,0,16.71,0.78,0.96,0.94,1.34,0,0.58,14.13,10.86,14.81,16.11,0,8.25
SPMV,Invesco S&P 500 Minimum Variance ETF,Invesco,2017/7/13,Large Blend,"The investment seeks to track the investment results (before fees and expenses) of the S&P 500 Minimum Volatility Index (the ""underlying index""). The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index measures the performance of a portfolio of equity securities using a managed volatility strategy that seeks to achieve lower total risk than the S&P 500 Index, while maintaining other similar characteristics of the S&P 500 Index.",Value,Large,USD,0.1,0.36,99.97,0,24.48,3.45,2.34,14.01,2.81,11.8,12.21,6.17,11.81,14.86,8.62,4.67,0.65,4.69,21.72,,,,,,,,,,4620000,1.88,"Amazon.com Inc: 2.63, Microsoft Corp: 2.59, Adobe Inc: 2.52, McDonald's Corp: 2.48, Progressive Corp: 2.48, Verizon Communications Inc: 2.45, Qualcomm Inc: 2.41, American Tower Corp: 2.39, Berkshire Hathaway Inc Class B: 2.39, Accenture PLC Class A: 2.38",-2.19,7.5,-3.15,-0.25,-0.36,3.2,3.7,13.45,9.51,10.14,,15.76,,7.33,31.6,,-5.04,,,,,,,,,,,,,,,,,,1,1,-0.27,-0.65,0,-0.48,0,0.15,0.87,0.98,0,1,0,1,0.83,0.86,0,1.28,0,0.69,95.69,94.06,0,95.34,0,96.99,15.94,10.9,0,11.38,0,15.42,0.53,0.94,0,1.34,0,0.48,8.6,10.38,0,15.73,0,6.54
SPSM,SPDR Portfolio S&P 600 Small Cap ETF,SPDR State Street Global Advisors,2013/7/8,Small Blend,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the S&P SmallCap 600 Index. Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index measures the performance of the small-capitalization segment of the U.S. equity market. The fund is non-diversified.",Blend,Small,USD,0.05,0.4,99.88,0,18.13,1.52,0.75,6.94,5.84,13.67,16.39,8.91,3.57,11.8,1.78,2.78,2.78,17.6,14.89,,,,,,,,,,2490000000,1.52,"NeoGenomics Inc: 0.64, Kinsale Capital Group Inc: 0.58, Stamps.com Inc: 0.58, Saia Inc: 0.57, Omnicell Inc: 0.54, YETI Holdings Inc: 0.54, Exponent Inc: 0.53, Power Integrations Inc: 0.53, Crocs Inc: 0.52, Brooks Automation Inc: 0.51",-12.89,6.65,2.63,-4.12,1.71,-2.26,-6.98,3.71,0.09,4.58,6.05,12.14,,6.1,25.86,,-11.08,,15.39,,21.48,,-4.34,-5.45,4.95,5.86,,,,,,,,,4,2,-10.66,-4.11,-6.88,-2.26,0,-1.12,1.2,1.06,1.24,1.1,0,1.21,0.24,0.46,0.66,1.04,0,0.67,85.36,63.81,80.95,69.4,0,82.9,23.22,14.26,20.1,13.72,0,20.3,0.06,0.38,0.34,0.9,0,0.36,-1.26,4.28,3.9,10.96,0,4.39
SPTI,SPDR Portfolio Intermediate Term Treasury ETF,SPDR State Street Global Advisors,2007/5/23,Intermediate Government,"The investment seeks to provide investment results that correspond generally to the price and yield performance of the Bloomberg Barclays 3-10 Year U.S. Treasury Index. The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to measure the performance of intermediate term (3-10 years) public obligations of the U.S. Treasury.",,,USD,0.06,0.11,0,99.98,,,,,,,,,,,,,,,,0,100,0,0,0,0,0,0,0,2670000000,1.1,"United States Treasury Notes 0.62%: 1.99, United States Treasury Notes 3.12%: 1.86, United States Treasury Notes 1.5%: 1.80, United States Treasury Notes 2.88%: 1.75, United States Treasury Notes 2.62%: 1.74, United States Treasury Notes 2.75%: 1.66, United States Treasury Notes 2.25%: 1.58",7.51,3.9,-0.61,0.16,-0.86,-0.08,6.69,3.13,5.12,2.87,3.4,1.95,2.54,,6.38,,1.95,,1.05,,0.95,,1.08,1.24,2.46,4.14,-1.46,-2.25,1.61,2.17,6.47,7.77,5.15,9.09,10,2,0.86,-0.78,0,-0.74,-0.29,,0.77,0.91,0.77,0.88,0.76,,0.42,0.24,0.28,0.16,0.21,,56.95,82.14,63.84,84.89,70.74,,3.46,2.62,3.08,2.54,2.7,,1.02,1.08,0.73,0.76,0.72,,4.61,3.16,2.88,2.17,2.53,
SPTL,SPDR Portfolio Long Term Treasury ETF,SPDR State Street Global Advisors,2007/5/23,Long Government,"The investment seeks to provide investment results that correspond generally to the price and yield performance of the Bloomberg Barclays Long U.S. Treasury Index. The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in securities that the adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to measure the performance of public obligations of the U.S. Treasury that have a remaining maturity of 10 years or more.",,,USD,0.06,0.14,0,100,,,,,,,,,,,,,,,,0,100,0,0,0,0,0,0,0,2550000000,1.82,"United States Treasury Bonds 3.38%: 3.37, United States Treasury Bonds 2.88%: 3.29, United States Treasury Bonds 3%: 3.15, United States Treasury Bonds 3.12%: 3.06, United States Treasury Bonds 2%: 3.04, United States Treasury Bonds 2.25%: 3.01, United States Treasury Bonds 1.25%: 2.87, United States Treasury Bonds 1.38%: 2.81, United States Treasury Bonds 2.38%: 2.77",17.63,14.54,-3.33,-1.35,-7.28,-0.44,13.42,12.77,10.56,11.14,7.46,5.23,7.08,7.03,14.77,,-1.89,,8.43,,1.22,,-1.32,-1.35,24.87,24.45,-12.76,-11.61,3.44,3.25,29.76,29.33,9.21,10.14,8,4,-1.14,-3.1,-2.19,-4.83,-2.71,-3.31,3.07,3.65,3.11,3.53,3.3,2.52,0.91,0.93,0.66,0.48,0.63,0.62,69.71,84.81,74.66,75.65,71.62,66.38,12.43,10.42,11.36,10.95,11.54,10.19,0.76,1.07,0.6,0.54,0.6,0.69,2.98,3.03,2.06,1.53,1.98,2.58
SPTM,SPDR Portfolio S&P 1500 Composite Stock Market ETF,SPDR State Street Global Advisors,2000/10/4,Large Blend,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the S&P Composite 1500 Index. Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to measure the performance of the large-, mid-, and small-capitalization segments of the U.S. equity market. The index consists of those stocks included in the S&P 500 Index, the S&P MidCap 400 Index, and the S&P SmallCap 600 Index.",Blend,Large,USD,0.03,0.36,99.84,0,25.27,3.24,2.04,14.04,2.51,11.58,13.02,3.1,7.26,13.94,3.16,10.42,2.01,9.48,23.51,,,,,,,,,,3560000000,1.8,"Apple Inc: 5.91, Microsoft Corp: 5.17, Amazon.com Inc: 4.36, Facebook Inc A: 2.13, Alphabet Inc A: 1.64, Alphabet Inc Class C: 1.61, Berkshire Hathaway Inc Class B: 1.35, Johnson & Johnson: 1.22, Procter & Gamble Co: 1.16, NVIDIA Corp: 1.04",1.82,7.5,-2.27,-0.25,0.48,3.2,8.66,13.45,9.72,10.14,11.24,15.76,12.61,7.33,31.55,,-5.25,,21.14,,12.79,,0.45,-0.63,12.49,11.79,33.3,31.44,15.95,14.21,1.03,1.68,16.96,17.79,15,4,-0.74,-0.65,-0.6,-0.48,-0.6,0.15,1.02,0.98,1.03,1,1.02,1,0.92,0.86,0.99,1.28,1.07,0.69,99.64,94.06,99.54,95.34,99.42,96.99,18.27,10.9,15.03,11.38,13.63,15.42,0.52,0.94,0.71,1.34,0.9,0.48,8,10.38,9.87,15.73,11.72,6.54
